date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:37:33	19443/19443	---M--	200	added ('OK')	text/css	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.minfc13.css	(from https://olympusnotify.org/)
02:37:34	7622/7622	---M--	200	added ('OK')	image/png	etag:%22b0fef1b1454a197f%22	https://i0.wp.com/olympusnotify.org/wp-content/uploads/2023/02/Untitl55-removebg-preview-1.png?fit=713%2C350&ssl=1	C:/My%20Web%20Sites/oly/i0.wp.com/olympusnotify.org/wp-content/uploads/2023/02/Untitl55-removebg-preview-1bfed.png	(from https://olympusnotify.org/)
02:37:34	83564/83564	---M--	200	added ('OK')	text/css	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.13.4	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/css/frontend-lite.mina44d.css	(from https://olympusnotify.org/)
02:37:36	75668/75668	---M--	200	added ('OK')	image/png	etag:%2209dbbe27a54c186d%22	https://i0.wp.com/olympusnotify.org/wp-content/uploads/2023/02/Unsdtitled-2.png?fit=820%2C467&ssl=1	C:/My%20Web%20Sites/oly/i0.wp.com/olympusnotify.org/wp-content/uploads/2023/02/Unsdtitled-28d70.png	(from https://olympusnotify.org/)
02:37:38	28129/28129	---M--	200	added ('OK')	image/png	etag:%222484750c9e64536d%22	https://i0.wp.com/olympusnotify.org/wp-content/uploads/2023/02/Untitled_design__5_-removebg-preview.png?fit=375%2C666&ssl=1	C:/My%20Web%20Sites/oly/i0.wp.com/olympusnotify.org/wp-content/uploads/2023/02/Untitled_design__5_-removebg-preview3a9e.png	(from https://olympusnotify.org/)
02:37:39	12876/12876	---M--	200	added ('OK')	text/css	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min48f5.css	(from https://olympusnotify.org/)
02:37:40	59344/59344	---M--	200	added ('OK')	text/css	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.4	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.mina44d.css	(from https://olympusnotify.org/)
02:37:40	26702/26702	---M--	200	added ('OK')	text/css	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.13.4	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.mina44d.css	(from https://olympusnotify.org/)
02:37:41	57912/57912	---M--	200	added ('OK')	text/css	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://olympusnotify.org/)
02:37:42	669/669	---M--	200	added ('OK')	text/css	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://olympusnotify.org/)
02:37:43	677/677	---M--	200	added ('OK')	text/css	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://olympusnotify.org/)
02:37:44	98876/98876	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2021:29:42%20GMT	https://olympusnotify.org/wp-content/plugins/jetpack/css/jetpack.css?ver=12.2.1	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/jetpack/css/jetpackc5c8.css	(from https://olympusnotify.org/)
02:37:45	15055/15055	---M--	200	added ('OK')	application/javascript	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.13.4	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.mina44d.js	(from https://olympusnotify.org/)
02:37:46	91818/91818	---MC-	200	added ('OK')	application/json	date:Sun,%2018%20Jun%202023%2023:37:49%20GMT	https://olympusnotify.org/wp-json/wp/v2/pages/1318	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-json/wp/v2/pages/1318.json	(from https://olympusnotify.org/)
02:37:47	327416/327416	---MC-	200	added ('OK')	application/json	date:Sun,%2018%20Jun%202023%2023:37:49%20GMT	https://olympusnotify.org/wp-json/	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-json/index.html	(from https://olympusnotify.org/)
02:37:47	817/817	---M--	200	added ('OK')	text/xml	date:Sun,%2018%20Jun%202023%2023:37:50%20GMT	https://olympusnotify.org/xmlrpc.php?rsd	C:/My%20Web%20Sites/oly/olympusnotify.org/xmlrpc0db0.php	(from https://olympusnotify.org/)
02:37:48	226/226	---M--	200	added ('Not%20Acceptable')	text/html	date:Sun,%2018%20Jun%202023%2023:37:52%20GMT	https://olympusnotify.org/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-includes/wlwmanifest.html	(from https://olympusnotify.org/)
02:37:49	2886/2886	---MC-	200	added ('OK')	application/json	date:Sun,%2018%20Jun%202023%2023:37:52%20GMT	https://olympusnotify.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Folympusnotify.org%2F	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-json/oembed/1.0/embedffe0.json	(from https://olympusnotify.org/)
02:37:50	3033/3033	---MC-	200	added ('OK')	text/xml	date:Sun,%2018%20Jun%202023%2023:37:53%20GMT	https://olympusnotify.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Folympusnotify.org%2F&format=xml	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-json/oembed/1.0/embede26d	(from https://olympusnotify.org/)
02:37:50	1763/1763	---M--	200	added ('OK')	image/png	etag:%220ee654c0de5980b9%22	https://i0.wp.com/olympusnotify.org/wp-content/uploads/2023/02/unnamed-1.png?fit=32%2C32&ssl=1	C:/My%20Web%20Sites/oly/i0.wp.com/olympusnotify.org/wp-content/uploads/2023/02/unnamed-1e43b.png	(from https://olympusnotify.org/)
02:37:50	4323/4323	---M--	200	added ('OK')	image/png	etag:%2201744fef23ed2e80%22	https://i0.wp.com/olympusnotify.org/wp-content/uploads/2023/02/unnamed-1.png?fit=102%2C105&ssl=1	C:/My%20Web%20Sites/oly/i0.wp.com/olympusnotify.org/wp-content/uploads/2023/02/unnamed-17d5e.png	(from https://olympusnotify.org/)
02:37:51	17879/17879	---M--	200	added ('OK')	image/png	date:Tue,%2030%20May%202023%2002:47:37%20GMT	https://olympusnotify.org/wp-content/uploads/2023/02/cropped-asd-296x111.png	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/uploads/2023/02/cropped-asd-296x111.png	(from https://olympusnotify.org/)
02:37:51	10101/10101	---M--	200	added ('OK')	text/css	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://olympusnotify.org/)
02:37:51	9328/9328	---M--	200	added ('OK')	image/png	etag:%2281cf0b6197b4f0f7%22	https://i0.wp.com/olympusnotify.org/wp-content/uploads/2023/02/8DC6C9E3-E058-448C-A4F7-BE620C1B8DA2.png?resize=150%2C150&ssl=1	C:/My%20Web%20Sites/oly/i0.wp.com/olympusnotify.org/wp-content/uploads/2023/02/8DC6C9E3-E058-448C-A4F7-BE620C1B8DA2465b.png	(from https://olympusnotify.org/)
02:37:52	8692/8692	---M--	200	added ('OK')	image/png	etag:%22bdf41c717f8bb33c%22	https://i0.wp.com/olympusnotify.org/wp-content/uploads/2023/02/0FCC6436-AB01-4312-BA09-954A53DCBABA.png?resize=150%2C150&ssl=1	C:/My%20Web%20Sites/oly/i0.wp.com/olympusnotify.org/wp-content/uploads/2023/02/0FCC6436-AB01-4312-BA09-954A53DCBABA465b.png	(from https://olympusnotify.org/)
02:37:52	4971/4971	---M--	200	added ('OK')	image/png	etag:%221aa2e419abc66615%22	https://i0.wp.com/olympusnotify.org/wp-content/uploads/2023/02/E5F3668C-BB6B-4737-AB52-F0AD3F30CF3C.png?resize=150%2C150&ssl=1	C:/My%20Web%20Sites/oly/i0.wp.com/olympusnotify.org/wp-content/uploads/2023/02/E5F3668C-BB6B-4737-AB52-F0AD3F30CF3C465b.png	(from https://olympusnotify.org/)
02:37:52	30282/30282	---M--	200	added ('OK')	image/png	etag:%22faac013d9952da98%22	https://i0.wp.com/olympusnotify.org/wp-content/uploads/2023/02/Unassssti123tled.png?fit=1024%2C457&ssl=1	C:/My%20Web%20Sites/oly/i0.wp.com/olympusnotify.org/wp-content/uploads/2023/02/Unassssti123tledf1a5.png	(from https://olympusnotify.org/)
02:37:53	18468/18468	---M--	200	added ('OK')	text/css	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.13.4	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/animations/animations.mina44d.css	(from https://olympusnotify.org/)
02:37:54	20609/20609	---M--	200	added ('OK')	application/javascript	date:Sat,%2010%20Jun%202023%2022:11:14%20GMT	https://olympusnotify.org/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.1.5	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/themes/astra/assets/js/minified/frontend.min31a4.js	(from https://olympusnotify.org/)
02:37:54	701/701	---M--	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2021:29:42%20GMT	https://olympusnotify.org/wp-content/plugins/jetpack/jetpack_vendor/automattic/jetpack-image-cdn/dist/image-cdn.js?minify=false&ver=132249e245926ae3e188	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/jetpack/jetpack_vendor/automattic/jetpack-image-cdn/dist/image-cdndca9.js	(from https://olympusnotify.org/)
02:37:54	13576/13576	---MCZ	200	added ('OK')	application/javascript	etag:W/%226466e56a-3508%22	https://stats.wp.com/e-202324.js	C:/My%20Web%20Sites/oly/stats.wp.com/e-202324.js	(from https://olympusnotify.org/)
02:37:54	4958/4958	---M--	200	added ('OK')	application/javascript	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.13.4	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/js/webpack.runtime.mina44d.js	(from https://olympusnotify.org/)
02:37:55	89815/89815	---M--	200	added ('OK')	application/javascript	date:Sat,%2010%20Jun%202023%2018:22:20%20GMT	https://olympusnotify.org/wp-includes/js/jquery/jquery.min.js?ver=3.6.4	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-includes/js/jquery/jquery.min5aed.js	(from https://olympusnotify.org/)
02:37:56	13424/13424	---M--	200	added ('OK')	application/javascript	date:Sat,%2010%20Jun%202023%2018:22:20%20GMT	https://olympusnotify.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.0	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-includes/js/jquery/jquery-migrate.min6b00.js	(from https://olympusnotify.org/)
02:37:56	45667/45667	---M--	200	added ('OK')	application/javascript	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.13.4	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/js/frontend-modules.mina44d.js	(from https://olympusnotify.org/)
02:37:57	12198/12198	---M--	200	added ('OK')	application/javascript	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://olympusnotify.org/)
02:37:57	21438/21438	---M--	200	added ('OK')	application/javascript	date:Sat,%2010%20Jun%202023%2018:22:20%20GMT	https://olympusnotify.org/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-includes/js/jquery/ui/core.min3f14.js	(from https://olympusnotify.org/)
02:37:58	18833/18833	---M--	200	added ('OK')	application/javascript	date:Sat,%2011%20Feb%202023%2021:26:48%20GMT	https://olympusnotify.org/wp-includes/js/underscore.min.js?ver=1.13.4	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-includes/js/underscore.mind584.js	(from https://olympusnotify.org/)
02:37:58	40625/40625	---M--	200	added ('OK')	application/javascript	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.13.4	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/js/frontend.mina44d.js	(from https://olympusnotify.org/)
02:37:58	1426/1426	---M--	200	added ('OK')	application/javascript	date:Sat,%2011%20Feb%202023%2021:26:48%20GMT	https://olympusnotify.org/wp-includes/js/wp-util.min.js?ver=6.2.2	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-includes/js/wp-util.min3781.js	(from https://olympusnotify.org/)
02:37:58	771/771	---M--	200	added ('OK')	application/javascript	date:Sat,%2010%20Jun%202023%2018:22:01%20GMT	https://olympusnotify.org/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.8.2.1	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.mine6a2.js	(from https://olympusnotify.org/)
02:37:59	4598/4598	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Feb%202023%2021:26:48%20GMT	https://olympusnotify.org/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-includes/js/mediaelement/mejs-controls.svg	(from https://olympusnotify.org/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17)
02:37:59	213952/213952	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.20.0	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb732.eot	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0)
02:38:00	115572/115572	---M--	200	added ('OK')	font/woff	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.20.0	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb732.woff	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0)
02:38:00	94248/94248	---M--	200	added ('OK')	font/woff2	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.20.0	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb732.woff2	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0)
02:38:00	213792/213792	---M--	200	added ('OK')	font/ttf	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.20.0	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb732.ttf	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0)
02:38:02	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.4)
02:38:02	321759/321759	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.20.0	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb732.svg	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0)
02:38:02	76764/76764	---M--	200	added ('OK')	font/woff2	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.4)
02:38:03	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.4)
02:38:03	90060/90060	---M--	200	added ('OK')	font/woff	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.4)
02:38:04	747545/747545	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.4)
02:38:04	134040/134040	---M--	200	added ('OK')	font/ttf	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.4)
02:38:05	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.4)
02:38:05	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.4)
02:38:06	13276/13276	---M--	200	added ('OK')	font/woff2	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.4)
02:38:06	16276/16276	---M--	200	added ('OK')	font/woff	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.4)
02:38:07	33736/33736	---M--	200	added ('OK')	font/ttf	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.4)
02:38:07	144714/144714	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.4)
02:38:07	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.4)
02:38:08	78196/78196	---M--	200	added ('OK')	font/woff2	date:Sat,%2010%20Jun%202023%2018:21:41%20GMT	https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/oly/olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://olympusnotify.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.13.4)
